,name,steam_review_score,steam_total_positive,steam_total_negative,price_initial,steam_genres,steam_categories,total_recommendations,release_date,short_description,required_age,developers,steam_id
2874,Kids Learn,0,3,2,799,"Casual, Indie","Single-player, Steam Achievements",,"Jul 31, 2018",Kids Learn is amazing useful educational game for everyone. Get ready for educational tour.,0,Yash Future Tech Solutions Pvt Ltd,890210
2875,Myha: Return to the Lost Island,7,16,3,1799,"Adventure, Indie","Single-player, Steam Achievements",,"Apr 14, 2019","MYHA is a First Person Adventure game (Myst-like), part of a sci-fi series named The Black Cube (ASA: A Space Adventure...). Visit Myha, a moon in a far away solar system, and try to understand why you were teleported there.",0,"Denis Martin, Simon Says: Play!",890280
2876,Kitrinos: Inside the Cube,0,0,0,0,"Adventure, Free to Play, Indie",Single-player,,"Jul 16, 2018","Kitrinos is a 1st person adventure game reminicent of Myst or Zork, part of the Black Cube series (ASA: A Space Adventure...). Play as an archaeologist who's forced to pass brain challenges to prove the value of his people.",0,"Simon Says: Play!, Yazorius",890300
2877,Centifeed,0,3,0,199,"Action, Casual, Indie","Single-player, Full controller support",,"Nov 9, 2018","Collect orbs, upgrade, and crush your enemies in this indie-action game!",0,Ghost Lord Games,889450
2878,Another world: Truck driver,0,1,2,999,"Indie, Simulation",Single-player,,"Jul 29, 2018","The main idea of the game is to immerse oneself in the life of a truck driver, to tear one?€?s truck apart and re-assemble it, making it one?€?s perfect truck. Each delivered cargo can become a real trial.",0,Another world,889470
2879,Virtual Virtual Reality,8,373,34,1499,"Adventure, Indie","Single-player, Steam Cloud",,"Sep 7, 2018","A game about VR, AI, and our collective sci-fi fever dreams. V-VR is a narrative-driven comedy-adventure game about VR and AI. In a future where AI has transformed society, can humans still find purpose? Find out with Activitude, a service that lets humans aid AI clients in increasingly curious ways.",0,Tender Claws,889480
2880,Punk A.F.,0,0,0,,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together",,Coming Soon,"Punk A.F. is a gorgeous and brutal hand-drawn old-school vertical-scrolling 2D shooter game set in the alternate timeline of 197X. Join the Punk Air Force, a rebel team of extreme special-ops pilots violently uprising against corrupt politicians and their greedy corporate overlords.",0,Cactus and Meatballs Games,889500
2881,SENRAN KAGURA Burst Re:Newal,8,376,26,2999,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",,"Jan 22, 2019","Experience the original SENRAN KAGURA Burst, the beginning of the world's best-loved buxom battle series, like never before! Tackle the classic ninja brawler from a whole new perspective in gorgeous, fluid HD, with new features and mechanics throughout!",17,Tamsoft,889510
2882,Empire,7,22,3,499,"Indie, RPG, Strategy","Single-player, Full controller support",,"Jul 20, 2018","In a traditional fantasy RPG, play as several characters in a time of war as they fight for freedom while a greater darkness grows amidst the chaos.",0,Clecota Games,889520
2883,Sharp,0,0,0,0,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Includes level editor",,"Sep 1, 2018",Boot up and navigate a fractured digital world to uncover valuable data hidden amongst dangerous traps and viruses.,0,"alkaitagi, PerfectHumanInterface",889530
2884,The Caligula Effect: Overdose,6,86,27,2999,RPG,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",,"Mar 12, 2019","Mobius. An idyllic world that lets people forget about the pain and problems of reality. Created by a sentient vocaloid program, ?? (Mu), reality and fantasy have become blurred, allowing people to relive their high school years in bliss -- but just how real is a virtual happiness?",17,"FURYU Corporation, Engine Software BV",889600
2885,Bitter Tides,0,0,0,,"Action, Adventure","Single-player, Full controller support",,2020,"Set in a mysterious desert dream world, Bitter Tides is a first-person stealth and horror game. Your tools are lures and traps with which you avoid and ensnare those creeping things from the deep.",0,Bottom Feeders,889670
2886,Her,0,0,0,,"Nudity, Indie","Single-player, Steam Achievements, Steam Cloud",,"Aug 9, 2018","This is a antique style game with TCG &amp; LVG ,you need to carry out the character training of Katie (heroine) in 90 days and finish all the plots. There are 21 endings. There are 5 NPCs that can be interacted, including you(player).",0,?????????,889680
2887,Muv-Luv photonflowers*,7,41,2,2499,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",,"Aug 2, 2019","It's the best of both worlds! Jam-packed with twelve tales that expand upon the Muv-Luv multiverse, this compilation is sure to satisfy that series sweet tooth!",0,aNCHOR Inc.,889700
2888,Muv-Luv photonmelodies???,8,53,9,2999,"Adventure, Casual","Single-player, Steam Achievements, Steam Cloud",,"Jul 29, 2020","Fall in Luv all over again! Familiar faces and worlds collide in three massive new adventures, including the long-awaited follow-up to Muv-Luv Alternative!",0,aNCHOR Inc.,889710
2889,Crypto Crisis,5,7,5,899,"Indie, Simulation, Strategy","Single-player, Steam Achievements",,"Feb 20, 2019",Where were you during the rise of Bitcoin? Crypto Crisis is a simulation game which drops you into the beginnings of Bitcoin. Compete for and increase your share of block rewards by building and upgrading your mining rigs while carefully managing your resources.,0,Armoured Beans,889720
2890,Downtown Mafia: Gang Wars,0,0,0,0,"Casual, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases",,"Jul 25, 2018","Addictive text-based Mafia MMO RPG where you team up with other players to wage Gang Wars, Turf Wars, Boss Fights, Hire Mercs, Hit-List your enemies, buy weapons, vehicles and equipments, City-based Missions, TOURNAMENTS and much more..",0,DYNAMICNEXT,889730
2891,The Oni Sellsword,0,0,0,0,"Free to Play, Indie, RPG","Single-player, Partial Controller Support",,"Aug 7, 2018","A totally free, short-but-sweet RPG with an unlikely hero. Journey across worlds as Xavienne to save her best friend, the beautiful Princess La.",0,Eric Baskin,889740
2892,Incandescent 2,0,3,1,199,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards",,"Jan 18, 2019",Incandescent 2 is a retro inspired fast paced twin stick shooter that will challenge you the longer you play. Pilot your ship and defeat the many waves of enemies in your way. Challenge your friends to beat your score in the Steam Leaderboards!,0,Stephen Crabb,889790
2893,Save President From Rebels,0,0,0,99,"Action, Casual, Indie",Single-player,,"Sep 3, 2018","2d flying shooter. Be a hero, control airship. Destroy enemies and save the US...",0,Tero Lunkka,889850
2894,MiniCar Race,0,3,5,299,"Action, Casual, Indie, Massively Multiplayer, Racing","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together",,"Jul 13, 2018","Little Cars, BIG Fun! Start your engines! The most vibrant, super racing game you?€?ve ever seen is here! Unlock all kinds of fun cars! Challenge multiple race tracks, multiple racing modes!",0,Beyond Games,888970
2895,Ameagari no Hanaby,7,13,0,1399,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support",,"Sep 22, 2018",A 2D-action game with fireworks as a theme.,0,Enigmatic Network,888990
2896,Grand Kokoro - Episode 1,0,3,0,499,"Casual, Indie","Single-player, Steam Achievements, Captions available",,"Jul 25, 2018",Elijah Grand has spent the last five years running from his past and concealing his true nature. But now his memories are starting to creep back into his life and they?€?re starting to make him question his sanity. Join Elijah as he tries to stop his friends and his lover from unearthing the secrets that surround him.,0,Studio Crown Crest,889030
2897,FPV Air 2,6,79,29,499,"Racing, Simulation","Single-player, Multi-player, PvP, Online PvP, In-App Purchases, Partial Controller Support",,"Aug 17, 2018",FPV Air 2 is a quadcopter flight simulator for serious FPV racing pilots who want a tool for meaningful/realistic flight practice in any weather.,0,Flyleap Studios,889040
2898,Open Space 2D,0,0,0,99,"Casual, Indie, RPG","Single-player, Steam Achievements",,"Jul 6, 2018","Welcome to Open Space, the RPG where you fly planet to planet fighting space pirates and building up your ship to fight the Pirate Mothership.",0,Jordan Rott,889060
2899,Deity Empires,8,179,20,2499,"RPG, Strategy","Single-player, Steam Achievements, Steam Workshop, Remote Play Together",,"Sep 25, 2018","Deity Empires is a 4X, turn-based strategy game with a powerful ?€?just one more turn?€? feel! Enter an intricate fantasy world as one of many deities posed to become ruler of the world.",0,BaileyHausdorff Systems,889080
2900,Pythagoras' Perpetual Motion Machine,0,1,0,999,"Action, Indie","Steam Achievements, Partial Controller Support, Steam Cloud",,"Nov 12, 2018","Head to the top of the tower, guided by a mysterious voice... 40 stages that should leave you with a fulfilling sense of achievement. Play with your knowledge, cunning and sparks of brilliance as your only weapon. What do the messages mean? Who am I? What purpose does this tower serve...?",0,Marudice,889100
2901,KnifeBoy,0,0,0,999,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support",,"Oct 18, 2019","KnifeBoy is a unique looking MetroidVania Adventure Game set in a semi-open world with a twisted story and tight gameplay. Defeat crazy Bosses, collect Power-Ups, SideQuests and Collect Comic Books to learn about KnifeBoys...",0,Rune Shimotsuji Storm,889130
2902,IgKnight Food Fight,0,1,0,699,"Casual, Indie","Single-player, Multi-player, PvP, Online PvP",,"May 21, 2020","Challenge your friends (up to 4 players) to a food fight in VR! From free-for-all to team battle multiplayer, IgKnight Food Fight comes with face haptic support, kids mode and 5 different festival decorations!",0,Ignite VR,889150
2903,ULTIRE: Balls Out,0,0,0,799,"Action, Casual, Indie, Racing, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Cloud",,"Jan 28, 2020","Roll the ball, avoid obstacles, use powerups - all that on narrow platforms that require precise ball control - one mistake and you fall! Compete against other players in the Multiplayer Elimination Arena or challenge yourself by climbing the Global (and Friends-Only!) leaderboards in the Race mode.",0,dimbdev,889160
2904,Battle Royale Builder,6,18,5,299,"Action, Indie","Single-player, Partial Controller Support",,"Jan 10, 2019","Battle Royale Builder lets you practice Building, Editing, and Shooting with no limits and AI to practice against! No harvesting resources, no sitting in a queue, no severs, no fall damage, just Build, Edit, and Shoot, with or without AI!",0,Skeptika1,889170
2905,A Stickman Reality,0,0,0,0,"Casual, Free to Play, Indie",Single-player,,"Oct 7, 2018",A stickman reality is a short and fun VR experience where stickman invade and take over your world. We have been trying to make contact with the stickman world for a long time. The last 3 people we sent in haven?€?t returned. They seem simple life forms with advanced technology. This is all we know about them.,0,ImproVive,889220
2906,Loot Box Simulator,0,0,0,0,Simulation,"Single-player, Steam Cloud",,"Jul 27, 2018","A satirical look at the current trajectory of the game industry. Open loot boxes, collect loot, equip cosmetics, face off against the dark lord, watch ads, take surveys, and slowly succumb to addiction.",0,Clickbait Studios,889240
2907,Bonkies,7,13,0,1499,"Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together",,"Sep 10, 2018","Bonkies is a jolly, couch co-op party game with a pinch of construction building! Gather your prime mates, equip your banana-fuelled jetpack and robo-arm, and raise wacky buildings all over the cosmos for the glory of apekind! Become the CHIMPion of space construction!",0,Studio Gauntlet,889260
